,ADDRESS,CITY,ZIP,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,YTD,TYPE,YEAR,LAT,LNG
858,,,60614,18472.0,13669.0,13713.0,11295.0,9018.0,5991.0,8048.0,18022.0,15382.0,19740.0,17831.0,29554.0,180735.0,Tests,2021,41.922605,-87.652064
859,,,60615,10666.0,8603.0,8246.0,9042.0,7459.0,3229.0,3349.0,6602.0,6963.0,10799.0,10205.0,14306.0,99469.0,Tests,2021,41.801993,-87.602725
860,,,60616,8801.0,5167.0,6813.0,7872.0,8495.0,4541.0,4689.0,9075.0,7439.0,11477.0,10971.0,16312.0,101652.0,Tests,2021,41.844869,-87.629531
861,,,60617,9313.0,5269.0,6165.0,7756.0,8628.0,5357.0,5070.0,11836.0,10621.0,16237.0,14751.0,22587.0,123590.0,Tests,2021,41.721257,-87.556897
862,,,60618,14387.0,9074.0,11002.0,10944.0,10878.0,6678.0,7659.0,16298.0,16950.0,26075.0,23630.0,38191.0,191766.0,Tests,2021,41.946699,-87.703343
863,,,60619,7670.0,5026.0,5843.0,7711.0,9076.0,5390.0,4915.0,10986.0,10345.0,17102.0,16281.0,22205.0,122550.0,Tests,2021,41.744737,-87.60569
864,,,60620,9836.0,6860.0,7307.0,9477.0,9882.0,5159.0,7112.0,11968.0,11427.0,16146.0,17318.0,24229.0,136721.0,Tests,2021,41.740873,-87.651656
865,,,60621,3230.0,2196.0,2416.0,3118.0,3718.0,2321.0,2793.0,4581.0,5964.0,9018.0,8285.0,10042.0,57682.0,Tests,2021,41.776931,-87.638812
866,,,60622,11366.0,7449.0,8170.0,7498.0,6839.0,4475.0,5368.0,10729.0,10161.0,14441.0,13826.0,24035.0,124357.0,Tests,2021,41.902762,-87.681818
867,,,60623,10079.0,6299.0,6911.0,8690.0,8901.0,5898.0,5800.0,10310.0,12884.0,18453.0,16602.0,25132.0,135959.0,Tests,2021,41.850321,-87.717446
868,,,60624,4882.0,3520.0,3959.0,4777.0,5502.0,2727.0,2889.0,4695.0,6833.0,11426.0,10225.0,14121.0,75556.0,Tests,2021,41.879417,-87.722735
869,,,60625,13886.0,9539.0,10409.0,10278.0,9440.0,5063.0,6355.0,14264.0,20077.0,31826.0,27746.0,42339.0,201222.0,Tests,2021,41.971155,-87.701816
870,,,60626,17514.0,13647.0,14152.0,15227.0,12179.0,4897.0,5155.0,12317.0,11836.0,18018.0,14032.0,21116.0,160090.0,Tests,2021,42.009469,-87.669834
871,,,60628,7961.0,5349.0,6139.0,7861.0,9351.0,5764.0,7035.0,11647.0,10178.0,16226.0,15211.0,20609.0,123331.0,Tests,2021,41.694192,-87.621537
872,,,60629,13706.0,6774.0,7762.0,9141.0,9192.0,5414.0,12111.0,16491.0,16823.0,24256.0,22851.0,30338.0,174859.0,Tests,2021,41.777061,-87.711565
873,,,60630,7979.0,5061.0,5945.0,6788.0,5803.0,4023.0,3929.0,9391.0,10034.0,13725.0,13295.0,20747.0,106720.0,Tests,2021,41.971261,-87.759611
874,,,60631,6071.0,3906.0,4274.0,4582.0,3812.0,2369.0,2264.0,5515.0,5297.0,8625.0,8614.0,13391.0,68720.0,Tests,2021,41.995019,-87.813371
875,,,60632,9665.0,5618.0,6251.0,7214.0,6724.0,4966.0,7696.0,13377.0,16684.0,21833.0,19447.0,24218.0,143693.0,Tests,2021,41.810038,-87.711251
876,,,60633,1491.0,1044.0,895.0,1144.0,1309.0,700.0,572.0,1780.0,1840.0,3058.0,2106.0,3512.0,19451.0,Tests,2021,41.653147,-87.556037
877,,,60634,11944.0,7375.0,8186.0,8977.0,8293.0,5289.0,5101.0,10890.0,13571.0,21197.0,20442.0,32032.0,153297.0,Tests,2021,41.944967,-87.797373
878,,,60636,3688.0,2545.0,2854.0,3718.0,4356.0,2808.0,4174.0,6626.0,7085.0,10825.0,10591.0,12818.0,72088.0,Tests,2021,41.77599,-87.668597
879,,,60637,18119.0,16004.0,15330.0,17936.0,14749.0,3982.0,3873.0,6824.0,9152.0,15677.0,13847.0,18841.0,154334.0,Tests,2021,41.780991,-87.604053
880,,,60638,7021.0,3921.0,4655.0,5393.0,5296.0,2942.0,10892.0,11567.0,7630.0,13379.0,12361.0,15671.0,100728.0,Tests,2021,41.787032,-87.771902
881,,,60639,12249.0,6653.0,8272.0,9932.0,9563.0,5713.0,5351.0,11445.0,16745.0,25016.0,23018.0,37946.0,171903.0,Tests,2021,41.920609,-87.75531
882,,,60640,15840.0,9966.0,9745.0,10434.0,10517.0,5318.0,6658.0,13385.0,12319.0,16763.0,16968.0,29453.0,157366.0,Tests,2021,41.971888,-87.662232
883,,,60641,12543.0,6963.0,7841.0,8684.0,8139.0,4424.0,4969.0,11215.0,13306.0,21163.0,18719.0,29503.0,147469.0,Tests,2021,41.946682,-87.746791
884,,,60642,3717.0,2423.0,2909.0,2530.0,2153.0,1428.0,1942.0,4046.0,3264.0,4080.0,4247.0,7214.0,39953.0,Tests,2021,41.899935,-87.657821
885,,,60643,10170.0,6737.0,7244.0,7553.0,7920.0,4225.0,9424.0,12136.0,9606.0,14133.0,13735.0,18692.0,121575.0,Tests,2021,41.700445,-87.662381
886,,,60644,7030.0,4577.0,6616.0,8147.0,8776.0,4402.0,4945.0,12026.0,12918.0,16389.0,12184.0,16939.0,114949.0,Tests,2021,41.881113,-87.756863
887,,,60645,9485.0,5306.0,5223.0,5821.0,5991.0,4019.0,4217.0,8493.0,9396.0,13946.0,12004.0,16508.0,100409.0,Tests,2021,42.008927,-87.695049
888,,,60646,5457.0,3311.0,3799.0,4241.0,3411.0,1874.0,2352.0,6593.0,5043.0,7779.0,7670.0,10769.0,62299.0,Tests,2021,41.993931,-87.761826
889,,,60647,17135.0,10126.0,11585.0,11095.0,9442.0,6309.0,8036.0,16262.0,16405.0,23071.0,22257.0,33563.0,185286.0,Tests,2021,41.921058,-87.701101
890,,,60649,6488.0,4653.0,5213.0,7150.0,7663.0,4552.0,4284.0,8305.0,8085.0,13854.0,12416.0,18749.0,101412.0,Tests,2021,41.762202,-87.571522
891,,,60651,8024.0,4778.0,5755.0,7180.0,6854.0,4136.0,3852.0,7896.0,10467.0,18493.0,16858.0,23393.0,117686.0,Tests,2021,41.901964,-87.741017
892,,,60652,5739.0,3745.0,3780.0,4481.0,4557.0,2730.0,7326.0,8845.0,7203.0,10136.0,10511.0,14059.0,83112.0,Tests,2021,41.745398,-87.714238
893,,,60653,6157.0,3824.0,3682.0,4534.0,4960.0,2413.0,2652.0,5906.0,6011.0,8225.0,8770.0,13356.0,70490.0,Tests,2021,41.819261,-87.611244
894,,,60654,4187.0,3430.0,3736.0,3330.0,3440.0,1904.0,3422.0,5680.0,4351.0,5901.0,5391.0,8595.0,53367.0,Tests,2021,41.892485,-87.636354
895,,,60655,4453.0,2531.0,2758.0,3287.0,2851.0,1519.0,6811.0,6278.0,3464.0,5940.0,6826.0,9158.0,55876.0,Tests,2021,41.696456,-87.701434
896,,,60656,3741.0,2281.0,2726.0,3140.0,3126.0,1963.0,1995.0,4259.0,4156.0,6314.0,6276.0,8526.0,48503.0,Tests,2021,41.974566,-87.817934
897,,,60657,14496.0,9175.0,11137.0,9211.0,8250.0,5119.0,7296.0,17070.0,13499.0,19269.0,18432.0,35201.0,168155.0,Tests,2021,41.939715,-87.658216
898,,,60659,6858.0,4252.0,4235.0,4700.0,4799.0,3162.0,3510.0,7390.0,9130.0,13156.0,12521.0,16238.0,89951.0,Tests,2021,41.990803,-87.703266
899,,,60660,10966.0,10021.0,9706.0,10112.0,8547.0,3815.0,3880.0,8060.0,9009.0,11408.0,11632.0,14789.0,111945.0,Tests,2021,41.991062,-87.666362
900,,,60661,1922.0,1579.0,1678.0,1518.0,1441.0,818.0,1094.0,2439.0,2023.0,2953.0,2594.0,5301.0,25360.0,Tests,2021,41.882786,-87.644283
901,,,60666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tests,2021,41.979511,-87.896371
902,,,60707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tests,2021,41.921777,-87.808283
903,,,60827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tests,2021,41.650765,-87.633087
965,,,60601,,,94.0,174.0,408.0,560.0,880.0,1784.0,2535.0,2361.0,3617.0,2739.0,15152.0,Tests,2020,41.886262,-87.622844
966,,,60602,,,13.0,37.0,109.0,101.0,154.0,190.0,162.0,211.0,339.0,220.0,1536.0,Tests,2020,41.883136,-87.628309
967,,,60603,,,10.0,25.0,55.0,58.0,105.0,102.0,120.0,131.0,257.0,252.0,1115.0,Tests,2020,41.880112,-87.625473
968,,,60604,,,12.0,33.0,80.0,67.0,86.0,147.0,91.0,143.0,282.0,235.0,1176.0,Tests,2020,41.878153,-87.629029
969,,,60605,,,254.0,469.0,1097.0,1680.0,2255.0,2739.0,2286.0,4236.0,7133.0,4867.0,27016.0,Tests,2020,41.867824,-87.623449
970,,,60606,,,55.0,171.0,493.0,434.0,517.0,586.0,498.0,672.0,1035.0,777.0,5238.0,Tests,2020,41.882634,-87.63676
971,,,60607,,,285.0,587.0,1068.0,1505.0,2362.0,3794.0,4108.0,5851.0,9279.0,6420.0,35259.0,Tests,2020,41.876104,-87.652727
972,,,60608,,,509.0,2181.0,4131.0,3894.0,6185.0,8942.0,7304.0,9583.0,15331.0,9923.0,67983.0,Tests,2020,41.849879,-87.670366
973,,,60609,,,341.0,1719.0,4268.0,3348.0,3969.0,6039.0,4712.0,6576.0,11848.0,7803.0,50623.0,Tests,2020,41.812017,-87.653382
974,,,60610,,,276.0,615.0,1805.0,2419.0,3405.0,4374.0,4201.0,6694.0,10694.0,7339.0,41822.0,Tests,2020,41.90455,-87.63581
975,,,60611,,,317.0,646.0,1879.0,2049.0,3039.0,3846.0,3332.0,5635.0,7807.0,4836.0,33386.0,Tests,2020,41.894734,-87.620291
976,,,60612,,,519.0,1337.0,2085.0,2011.0,2826.0,3766.0,4292.0,4951.0,10522.0,7528.0,39837.0,Tests,2020,41.88004,-87.687011
977,,,60613,,,344.0,784.0,1767.0,3062.0,4284.0,5474.0,4940.0,8397.0,13600.0,10053.0,52705.0,Tests,2020,41.953742,-87.661343
978,,,60614,,,443.0,1210.0,2764.0,4042.0,6895.0,9608.0,8152.0,12839.0,20482.0,16045.0,82480.0,Tests,2020,41.922605,-87.652064
979,,,60615,,,457.0,906.0,2085.0,2282.0,3242.0,4019.0,4394.0,8190.0,12138.0,6428.0,44141.0,Tests,2020,41.801993,-87.602725
980,,,60616,,,365.0,888.0,2572.0,3730.0,3434.0,4865.0,5026.0,7554.0,12238.0,7814.0,48486.0,Tests,2020,41.844869,-87.629531
981,,,60617,,,638.0,2156.0,4672.0,4008.0,6324.0,6537.0,4499.0,7153.0,13377.0,8354.0,57718.0,Tests,2020,41.721257,-87.556897
982,,,60618,,,502.0,1967.0,4816.0,5471.0,7287.0,9672.0,7454.0,11560.0,18300.0,12730.0,79759.0,Tests,2020,41.946699,-87.703343
983,,,60619,,,633.0,1844.0,4613.0,3460.0,3949.0,5045.0,3610.0,4898.0,8944.0,6241.0,43237.0,Tests,2020,41.744737,-87.60569
984,,,60620,,,639.0,2168.0,4115.0,3213.0,3852.0,5119.0,3285.0,5773.0,10777.0,7774.0,46715.0,Tests,2020,41.740873,-87.651656
985,,,60621,,,274.0,827.0,1972.0,1669.0,1846.0,1885.0,1662.0,2028.0,4094.0,2542.0,18799.0,Tests,2020,41.776931,-87.638812
986,,,60622,,,371.0,1045.0,2345.0,3790.0,5602.0,7710.0,6613.0,9876.0,15566.0,10293.0,63211.0,Tests,2020,41.902762,-87.681818
987,,,60623,,,435.0,2964.0,6256.0,4106.0,4273.0,6309.0,4885.0,7386.0,14076.0,9037.0,59727.0,Tests,2020,41.850321,-87.717446
988,,,60624,,,405.0,1180.0,2167.0,1663.0,2228.0,3038.0,2114.0,2847.0,5524.0,3436.0,24602.0,Tests,2020,41.879417,-87.722735
989,,,60625,,,426.0,1793.0,4151.0,5105.0,5569.0,7420.0,5370.0,9708.0,15263.0,11582.0,66387.0,Tests,2020,41.971155,-87.701816
990,,,60626,,,356.0,1451.0,3148.0,6385.0,5766.0,6604.0,6187.0,8713.0,14380.0,10547.0,63537.0,Tests,2020,42.009469,-87.669834
991,,,60628,,,671.0,1734.0,3946.0,3434.0,4216.0,5381.0,3732.0,4943.0,8846.0,6189.0,43092.0,Tests,2020,41.694192,-87.621537
992,,,60629,,,468.0,3050.0,7393.0,4263.0,6207.0,9000.0,6715.0,10749.0,21074.0,12401.0,81320.0,Tests,2020,41.777061,-87.711565
993,,,60630,,,414.0,1364.0,2736.0,2679.0,3421.0,4874.0,3718.0,5935.0,9527.0,6575.0,41243.0,Tests,2020,41.971261,-87.759611
994,,,60631,,,381.0,869.0,1963.0,1970.0,2466.0,3205.0,2643.0,4175.0,7223.0,5162.0,30057.0,Tests,2020,41.995019,-87.813371
995,,,60632,,,333.0,2731.0,5936.0,3568.0,4942.0,7663.0,5490.0,8446.0,14824.0,8850.0,62783.0,Tests,2020,41.810038,-87.711251
996,,,60633,,,55.0,223.0,472.0,507.0,973.0,1189.0,718.0,1520.0,2341.0,1284.0,9282.0,Tests,2020,41.653147,-87.556037
997,,,60634,,,777.0,2668.0,5132.0,4126.0,5164.0,7088.0,5217.0,8677.0,15348.0,11457.0,65654.0,Tests,2020,41.944967,-87.797373
998,,,60636,,,295.0,786.0,2066.0,1573.0,1840.0,2339.0,1739.0,2373.0,4701.0,3125.0,20837.0,Tests,2020,41.77599,-87.668597
999,,,60637,,,531.0,1454.0,2947.0,2735.0,3194.0,3977.0,8614.0,17408.0,21633.0,7719.0,70212.0,Tests,2020,41.780991,-87.604053
1000,,,60638,,,428.0,1829.0,2998.0,2166.0,3126.0,5037.0,3786.0,5779.0,10283.0,6145.0,41577.0,Tests,2020,41.787032,-87.771902
1001,,,60639,,,420.0,3362.0,7839.0,5088.0,5952.0,7370.0,5412.0,8786.0,17761.0,10890.0,72880.0,Tests,2020,41.920609,-87.75531
1002,,,60640,,,404.0,1484.0,3372.0,6065.0,8185.0,9337.0,7071.0,9781.0,14606.0,10512.0,70817.0,Tests,2020,41.971888,-87.662232
1003,,,60641,,,383.0,1969.0,4785.0,4892.0,5453.0,7309.0,5923.0,9063.0,16472.0,11278.0,67527.0,Tests,2020,41.946682,-87.746791
1004,,,60642,,,148.0,369.0,827.0,1527.0,1957.0,2544.0,2261.0,3488.0,5635.0,3909.0,22665.0,Tests,2020,41.899935,-87.657821
1005,,,60643,,,517.0,1902.0,2561.0,3269.0,3872.0,6113.0,4830.0,6605.0,11488.0,8840.0,49997.0,Tests,2020,41.700445,-87.662381
1006,,,60644,,,407.0,1854.0,3472.0,3016.0,3796.0,4923.0,3738.0,4191.0,6728.0,4764.0,36889.0,Tests,2020,41.881113,-87.756863
1007,,,60645,,,584.0,1553.0,2485.0,3006.0,3067.0,4292.0,4289.0,6262.0,9368.0,7859.0,42765.0,Tests,2020,42.008927,-87.695049
1008,,,60646,,,295.0,968.0,1437.0,1753.0,1914.0,2425.0,1821.0,3139.0,6016.0,4458.0,24226.0,Tests,2020,41.993931,-87.761826
1009,,,60647,,,498.0,1875.0,4356.0,5944.0,8555.0,11597.0,9559.0,14251.0,22052.0,15615.0,94302.0,Tests,2020,41.921058,-87.701101
1010,,,60649,,,522.0,1441.0,2916.0,3332.0,2993.0,3716.0,3240.0,4289.0,8148.0,5327.0,35924.0,Tests,2020,41.762202,-87.571522
1011,,,60651,,,415.0,2024.0,4220.0,3016.0,4139.0,5009.0,3753.0,5703.0,10571.0,6949.0,45799.0,Tests,2020,41.901964,-87.741017
1012,,,60652,,,304.0,1287.0,2477.0,2051.0,2561.0,3895.0,2978.0,4424.0,7108.0,4322.0,31407.0,Tests,2020,41.745398,-87.714238
1013,,,60653,,,357.0,946.0,2427.0,2641.0,3164.0,3002.0,2453.0,3633.0,7070.0,5255.0,30948.0,Tests,2020,41.819261,-87.611244
1014,,,60654,,,154.0,262.0,693.0,1103.0,1691.0,2267.0,2114.0,3250.0,5801.0,4071.0,21406.0,Tests,2020,41.892485,-87.636354
1015,,,60655,,,342.0,989.0,1497.0,1514.0,1811.0,3106.0,1780.0,3857.0,5419.0,3520.0,23835.0,Tests,2020,41.696456,-87.701434
1016,,,60656,,,320.0,751.0,1340.0,1309.0,1538.0,2231.0,1755.0,2862.0,4534.0,3054.0,19694.0,Tests,2020,41.974566,-87.817934
1017,,,60657,,,507.0,897.0,2623.0,3496.0,5777.0,8465.0,7310.0,11166.0,18318.0,13654.0,72213.0,Tests,2020,41.939715,-87.658216
1018,,,60659,,,339.0,965.0,1817.0,2179.0,1925.0,2593.0,2132.0,3876.0,6592.0,5342.0,27760.0,Tests,2020,41.990803,-87.703266
1019,,,60660,,,245.0,779.0,1646.0,2962.0,3020.0,4037.0,3626.0,4880.0,8846.0,5511.0,35552.0,Tests,2020,41.991062,-87.666362
1020,,,60661,,,67.0,111.0,303.0,473.0,844.0,1119.0,1030.0,1595.0,2620.0,1938.0,10100.0,Tests,2020,41.882786,-87.644283
1021,,,60666,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tests,2020,41.979511,-87.896371
1022,,,60707,,,117.0,601.0,1278.0,901.0,1287.0,205.0,0.0,0.0,0.0,0.0,4389.0,Tests,2020,41.921777,-87.808283
1023,,,60827,,,34.0,115.0,220.0,163.0,233.0,42.0,0.0,0.0,0.0,0.0,807.0,Tests,2020,41.650765,-87.633087
